日付,始値,高値,安値,終値
2012/08/02,77.95,78.21,77.55,77.63
2012/08/03,77.68,78.8,77.5,78.38
2012/08/06,78.39,78.59,78.14,78.23
2012/08/07,78.2,78.96,78.09,78.81
2012/08/08,78.83,78.94,78.44,78.83
2012/08/09,78.81,79.44,78.73,79.28
2012/08/10,79.26,79.31,78.48,78.93
2012/08/13,78.9,79.02,78.76,78.86
2012/08/14,78.87,79.61,78.86,79.34
2012/08/15,79.37,79.79,79.29,79.79
2012/08/16,79.76,80.41,79.74,80.4
2012/08/17,80.4,80.51,80.21,80.46
2012/08/20,80.46,80.5,80.12,80.31
2012/08/21,80.31,80.64,80,80.16
2012/08/22,80.13,80.16,78.94,79.22
2012/08/23,79.22,79.46,78.87,78.98
2012/08/24,79,79.37,78.91,79.29
2012/08/27,79.33,79.54,79.29,79.44
2012/08/28,79.47,79.77,79.17,79.43
2012/08/29,79.43,79.75,79.28,79.52
2012/08/30,79.52,79.58,79.03,79.2
2012/08/31,79.2,79.44,79,79.44
2012/09/03,79.42,79.51,79.2,79.34
2012/09/04,79.37,79.64,79.27,79.5
2012/09/05,79.51,79.58,78.95,79.11
2012/09/06,79.13,80.42,79.05,80.21
2012/09/07,80.21,80.49,79.8,79.95
2012/09/10,79.99,80.2,79.85,80.04
2012/09/11,80.04,80.33,79.83,79.88
2012/09/12,79.87,80.12,79.68,79.73
2012/09/13,79.77,80.12,79.18,79.97
2012/09/14,79.99,81,79.92,80.61
2012/09/17,80.66,81.24,80.53,80.72
2012/09/18,80.72,80.84,80.45,80.84
2012/09/19,80.83,81.39,80.15,80.37
2012/09/20,80.37,80.42,79.59,80.07
2012/09/21,80.08,80.32,79.9,79.97
2012/09/24,79.97,79.97,79.33,79.52
2012/09/25,79.54,79.79,79.2,79.31
2012/09/26,79.3,79.35,78.82,78.84
2012/09/27,78.84,79.25,78.79,79.1
2012/09/28,79.11,79.44,78.98,79.3
2012/10/01,79.25,79.62,79.04,79.36
2012/10/02,79.37,79.64,79.3,79.37
2012/10/03,79.41,79.61,79.15,79.44
2012/10/04,79.47,80.02,79.41,80
2012/10/05,80.01,80.91,79.83,80.38
2012/10/08,80.39,80.49,79.73,80.15
2012/10/09,80.13,80.41,79.74,79.97
2012/10/10,79.95,80.16,79.59,79.62
2012/10/11,79.59,80.36,79.37,80.01
2012/10/12,80.06,80.25,79.81,80.01
2012/10/15,80,80.65,79.84,80.19
2012/10/16,80.19,80.45,79.85,79.95
2012/10/17,79.94,80.81,79.67,80.68
2012/10/18,80.69,81.09,80.26,80.44
2012/10/19,80.4,80.59,79.73,79.82
2012/10/22,79.74,80.56,79.65,80.54
2012/10/23,80.55,80.61,79.97,80.43
2012/10/24,80.46,80.7,80.11,80.29
2012/10/25,80.27,80.96,80.25,80.68
2012/10/26,80.71,80.76,79.62,79.76
2012/10/29,79.84,79.86,79.53,79.69
2012/10/30,79.69,79.94,79.13,79.63
2012/10/31,79.58,80.1,79.55,79.8
2012/11/01,79.8,80.46,79.75,80.37
2012/11/02,80.41,81.08,80.37,80.82
2012/11/05,80.84,80.94,80.4,80.56
2012/11/06,80.52,81.1,80.33,80.96
2012/11/07,80.96,81.29,79.97,80.24
2012/11/08,80.21,80.26,79.32,79.42
2012/11/09,79.39,79.64,78.88,79.37
2012/11/12,79.46,79.55,79.35,79.47
2012/11/13,79.51,79.59,79.07,79.17
2012/11/14,79.23,80.21,79.19,79.92
2012/11/15,79.92,81.2,79.83,81.02
2012/11/16,81.01,81.3,80.77,81.24
2012/11/19,81.2,81.66,81.12,81.66
2012/11/20,81.6,81.95,81.36,81.89
2012/11/21,81.9,82.78,81.81,82.76
2012/11/22,82.74,83.1,82.43,82.69
2012/11/23,82.66,83.05,82.28,83.05
2012/11/26,82.87,83.18,82.43,82.58
2012/11/27,82.65,82.95,82.42,82.6
2012/11/28,82.57,82.67,82.03,82.67
2012/11/29,82.67,82.83,82.45,82.71
2012/11/30,82.66,83.3,82.6,82.92
2012/12/03,82.9,83.06,82.52,82.62
2012/12/04,82.62,82.64,82.2,82.45
2012/12/05,82.46,83.13,82.34,83.11
2012/12/06,83.09,83.2,82.96,83.08
2012/12/07,83.08,83.76,82.82,83.26
2012/12/10,83.48,83.68,83.11,83.45
2012/12/11,83.45,83.67,83.37,83.63
2012/12/12,83.63,84.64,83.61,84.53
2012/12/13,84.5,85,84.4,84.9
2012/12/14,84.9,85.29,84.53,84.64
2012/12/17,85.04,85.44,84.64,85.22
2012/12/18,85.22,85.45,85.11,85.4
2012/12/19,85.38,85.77,85.24,85.35
2012/12/20,85.19,85.47,84.76,85.41
2012/12/21,85.37,85.46,84.5,84.8
2012/12/24,84.81,85.59,84.8,85.52
2012/12/25,85.45,85.48,85.3,85.39
2012/12/26,85.38,86.19,85.38,86.09
2012/12/27,86.02,86.74,86.01,86.48
2012/12/28,86.52,87.01,86.26,86.26
2012/12/31,86.3,86.79,86.14,86.72
2013/01/02,87.18,88.6,87.06,88.6
2013/01/03,88.59,88.6,87.98,88.3
2013/01/04,88.42,89.58,88.4,89.24
2013/01/07,89.35,89.55,88.71,89
2013/01/08,88.96,89,88.08,88.19
2013/01/09,88.21,89.12,88,88.94
2013/01/10,88.98,90.21,88.97,90.21
2013/01/11,90.24,90.99,90.22,90.47
2013/01/14,90.71,91.09,90.31,90.91
2013/01/15,90.91,91.08,89.58,90.2
2013/01/16,90.26,90.26,88.96,89.62
2013/01/17,89.66,91.44,89.28,91.15
2013/01/18,91.18,91.36,90.28,90.74
2013/01/21,90.85,90.9,90,90.25
2013/01/22,90.29,90.78,88.94,89.37
2013/01/23,89.41,89.45,88.47,88.67
2013/01/24,88.62,90.25,88.39,90.09
2013/01/25,90.12,90.6,89.92,90.37
2013/01/28,90.37,90.54,89.69,90.21
2013/01/29,90.1,90.59,89.78,90.59
2013/01/30,90.59,91.15,90.53,90.94
2013/01/31,90.89,91.69,90.46,91.57
2013/02/01,91.94,93.15,91.82,93.02
2013/02/04,93.19,93.54,92.35,92.46
2013/02/05,92.37,94.01,92.06,94.01
2013/02/06,94.14,94.34,93.42,94.02
2013/02/07,93.99,94.45,93.25,93.81
2013/02/08,93.78,93.9,92.05,92.37
2013/02/11,92.27,93.98,92,93.85
2013/02/12,93.78,93.85,92.7,93.24
2013/02/13,93.29,93.37,92.64,93.26
2013/02/14,93.17,93.5,92.57,92.74
2013/02/15,92.84,93.24,92.05,92.92
2013/02/18,93.1,93.48,92.81,92.94
2013/02/19,92.89,92.94,92.15,92.45
2013/02/20,92.44,92.67,91.9,92.05
2013/02/21,92.02,92.24,90.99,91.4
2013/02/22,91.38,91.87,90.86,91.51
2013/02/25,92.11,92.19,88.54,88.77
2013/02/26,89.7,90.39,88.59,89.62
2013/02/27,89.66,90.25,88.74,90.12
2013/02/28,90.12,90.53,89.49,89.76
2013/03/01,89.84,91.14,89.65,91.09
2013/03/04,90.99,91.11,90.44,90.94
2013/03/05,90.94,91.05,90.53,90.8
2013/03/06,90.85,91.2,90.5,91.12
2013/03/07,91.05,92.25,90.88,92.08
2013/03/08,92.08,94.23,92.07,93.29
2013/03/11,93.39,93.86,93.3,93.83
2013/03/12,93.83,94.19,93.05,93.65
2013/03/13,93.6,93.72,93.05,93.49
2013/03/14,93.46,94.11,93.17,93.99
2013/03/15,93.96,94.31,93.26,93.46
2013/03/18,92.86,93.49,92.14,93.15
2013/03/19,93.12,93.62,92.2,92.64
2013/03/20,92.62,93.71,92.33,93.56
2013/03/21,93.55,93.65,92.28,92.57
2013/03/22,92.6,92.86,91.81,92.43
2013/03/25,92.37,93.09,91.47,92.17
2013/03/26,92.17,93.01,91.9,92.92
2013/03/27,92.9,93.22,92.33,92.9
2013/03/28,92.89,92.91,92.29,92.63
2013/03/29,92.61,92.74,92.45,92.59
2013/04/01,92.63,92.71,91.58,91.68
2013/04/02,91.69,92.17,91.19,92.04
2013/04/03,92.02,92.28,91.37,91.66
2013/04/04,91.66,95.19,91.43,95.09
2013/04/05,95.08,96.21,93.92,95.97
2013/04/08,96.95,97.71,96.55,97.69
2013/04/09,97.79,97.95,97,97.39
2013/04/10,97.48,98.44,97.37,98.37
2013/04/11,98.31,98.84,97.88,98.62
2013/04/12,98.61,98.74,96.77,96.96
2013/04/15,97.04,97.31,93.96,94.32
2013/04/16,94,96.09,93.9,95.48
2013/04/17,95.61,96.21,94.56,95.56
2013/04/18,95.66,96.19,95.01,95.64
2013/04/19,95.73,97.1,95.63,96.95
2013/04/22,97.14,97.41,96.26,96.72
2013/04/23,96.81,96.96,95.8,96.9
2013/04/24,96.8,97.11,96.6,96.99
2013/04/25,96.98,97.54,96.69,97.25
2013/04/26,97.34,97.38,95.87,96.29
2013/04/29,96.29,96.94,95.83,96.63
2013/04/30,96.73,96.91,96.17,96.68
2013/05/01,96.66,97.04,96.19,96.57
2013/05/02,96.53,97.69,96.27,96.91
2013/05/03,96.94,98.34,96.74,98.16
2013/05/06,98.44,98.69,98.25,98.62
2013/05/07,98.62,98.85,98.15,98.54
2013/05/08,98.51,98.67,98.07,98.65
2013/05/09,98.59,100.21,98.32,99.93
2013/05/10,99.96,100.94,99.87,100.55
2013/05/13,100.61,100.99,100.31,100.7
2013/05/14,100.68,100.84,100.01,100.54
2013/05/15,100.41,100.76,100.08,100.61
2013/05/16,100.61,100.73,100.21,100.31
2013/05/17,100.34,100.39,99.37,100.39
2013/05/20,100.07,100.13,99.45,99.83
2013/05/21,99.83,100.15,99.4,99.78
2013/05/22,99.8,100.25,98.94,99.43
2013/05/23,99.41,99.64,97.32,98.96
2013/05/24,98.95,99.31,97.4,97.94
2013/05/27,97.94,98.14,97.53,97.59
2013/05/28,97.69,98.96,97.65,98.37
2013/05/29,98.24,98.44,97.03,97.67
2013/05/30,97.71,98.11,97.12,97.77
2013/05/31,97.86,98.21,96.8,96.8
2013/06/03,96.94,97.11,96,96.77
2013/06/04,96.75,97.3,96.53,96.73
2013/06/05,96.68,97.01,95.6,95.73
2013/06/06,95.82,96.08,93.99,94.46
2013/06/07,94.61,95.65,92.96,95.64
2013/06/10,95.74,97.35,95.74,96.84
2013/06/11,96.96,97.11,93.7,94.2
2013/06/12,94.25,95.29,93.29,93.97
2013/06/13,94.03,94.04,91.81,93.88
2013/06/14,93.92,94.3,92.33,92.57
2013/06/17,92.74,93.63,92.56,92.73
2013/06/18,92.87,93.76,92.67,93.29
2013/06/19,93.35,94.49,92.86,93.87
2013/06/20,93.84,95.05,93.48,93.65
2013/06/21,93.71,94.51,92.92,93.51
2013/06/24,93.55,93.98,92.15,93.04
2013/06/25,92.98,93.31,92.47,93.01
2013/06/26,93.04,93.41,92.77,93.28
2013/06/27,93.37,94.19,93.2,93.83
2013/06/28,93.89,94.56,93.8,94.27
2013/07/01,94.41,95.09,94.28,94.92
2013/07/02,94.9,95.64,94.4,95.39
2013/07/03,95.37,95.58,94.18,95.07
2013/07/04,95.11,95.45,94.55,95.07
2013/07/05,95.07,95.75,94.75,95.73
2013/07/08,95.79,95.96,95.28,95.62
2013/07/09,95.55,96.16,95.4,96.04
2013/07/10,96.03,96.09,94.85,95.22
2013/07/11,95.41,95.78,94.45,95.41
2013/07/12,95.41,95.99,95.09,95.47
2013/07/15,95.51,96.34,95.3,95.73
2013/07/16,95.78,95.85,95.28,95.53
2013/07/17,95.51,96.09,95.11,95.64
2013/07/18,95.68,96.87,95.57,96.74
2013/07/19,96.86,97.05,96.32,96.88
2013/07/22,96.97,96.99,95.89,96.41
2013/07/23,96.28,97.05,95.9,96.63
2013/07/24,96.62,97.61,96.47,97.18
2013/07/25,97.16,97.32,96.36,96.54
2013/07/26,96.57,96.63,95.28,95.55
2013/07/29,95.5,95.58,95.05,95.38
2013/07/30,95.37,95.79,95,95.1
2013/07/31,95.12,95.69,94.71,95.24
2013/08/01,95.15,96.29,94.95,96.19
2013/08/02,96.19,96.28,95.07,95.14
2013/08/05,95.18,95.33,94.6,94.81
2013/08/06,94.82,95.1,93.98,94.19
2013/08/07,94.2,94.25,92.39,92.39
2013/08/08,92.42,93.61,92.29,93.61
2013/08/09,93.57,93.85,92.98,93.54
2013/08/12,93.57,94.04,93.25,94
2013/08/13,94.01,95.05,93.96,94.91
2013/08/14,94.92,95.14,94.55,94.87
2013/08/15,94.87,95.21,94.21,94.45
2013/08/16,94.34,94.81,94,94.38
2013/08/19,94.42,94.96,94.25,94.28
2013/08/20,94.32,94.45,93.29,93.55
2013/08/21,93.55,93.79,93.19,93.27
2013/08/22,93.21,94.06,93.15,93.81
2013/08/23,93.83,94.06,93.5,93.95
2013/08/26,93.89,94.07,93.46,93.75
2013/08/27,93.7,93.8,92.35,92.59
2013/08/28,92.54,93.34,92.25,93.05
2013/08/29,93.08,93.71,92.9,93.3
2013/08/30,93.3,93.44,92.95,93.15
2013/09/02,93.35,94.29,93.26,94.13
2013/09/03,94.18,94.8,94.04,94.5
2013/09/04,94.49,95.09,94.33,95
2013/09/05,95.04,95.36,94.85,95.26
2013/09/06,95.32,95.49,94.75,95.14
2013/09/09,95.8,96.09,95.57,95.93
2013/09/10,95.98,97.07,95.9,96.99
2013/09/11,96.93,97.14,96.58,96.78
2013/09/12,96.79,96.9,95.9,96.37
2013/09/13,96.33,96.68,95.85,95.9
2013/09/16,95.93,96.09,95.7,95.93
2013/09/17,95.92,96.65,95.89,96.25
2013/09/18,96.25,96.39,95.65,95.75
2013/09/19,95.89,97.39,95.82,96.87
2013/09/20,96.81,96.9,96.35,96.36
2013/09/23,96.39,96.44,95.83,96.09
2013/09/24,96.1,96.41,95.5,95.83
2013/09/25,95.82,95.95,95.35,95.41
2013/09/26,95.43,96.03,95.25,95.99
2013/09/27,95.92,95.99,95.17,95.23
2013/09/30,94.93,95.59,94.59,95.29
2013/10/01,95.28,95.55,94.66,94.88
2013/10/02,94.82,94.9,93.95,94.15
2013/10/03,94.14,94.74,93.9,94.11
2013/10/04,94.12,94.65,93.85,94.61
2013/10/07,94.37,94.47,93.66,93.75
2013/10/08,93.75,94.29,93.36,93.38
2013/10/09,93.4,93.91,93.29,93.62
2013/10/10,93.64,94.54,93.63,94.37
2013/10/11,94.41,95.19,94.09,95.14
2013/10/14,94.91,95.23,94.75,95.2
2013/10/15,95.23,95.29,94.45,94.54
2013/10/16,94.61,95.61,94.55,95.59
2013/10/17,95.6,95.8,94.85,95.08
2013/10/18,95.06,95.29,94.83,94.93
2013/10/21,95.09,95.39,95.01,95.25
2013/10/22,95.26,95.69,94.94,95.35
2013/10/23,95.32,95.4,93.55,93.74
2013/10/24,93.68,94.09,93.25,93.33
2013/10/25,93.36,93.48,92.89,93.2
2013/10/28,93.31,93.55,93.28,93.49
2013/10/29,93.46,93.89,93.25,93.76
2013/10/30,93.77,94.09,93.7,94.01
2013/10/31,93.99,94.39,93.7,94.25
2013/11/01,94.21,94.71,93.77,94.67
2013/11/04,94.71,94.85,94.53,94.59
2013/11/05,94.59,94.63,93.93,94.18
2013/11/06,94.26,94.78,94.08,94.66
2013/11/07,94.66,95.17,93.46,93.75
2013/11/08,93.79,94.59,93.66,94.59
2013/11/11,94.53,94.74,94.38,94.64
2013/11/12,94.68,95.13,94.62,94.91
2013/11/13,94.89,95.03,94.66,94.85
2013/11/14,94.88,95.54,94.84,95.54
2013/11/15,95.54,95.96,95.46,95.95
2013/11/18,95.96,96.11,95.63,95.85
2013/11/19,95.83,95.91,95.39,95.61
2013/11/20,95.69,95.89,95.42,95.72
2013/11/21,95.63,96.44,95.61,96.12
2013/11/22,96.14,96.31,95.7,96.23
2013/11/25,96.26,96.46,95.95,96.41
2013/11/26,96.32,96.47,95.88,96.03
2013/11/27,96.05,96.65,95.93,96.39
2013/11/28,96.43,96.69,96.24,96.65
2013/11/29,96.6,96.8,96.36,96.45
2013/12/02,96.54,96.96,96.23,96.7
2013/12/03,96.71,97.04,95.77,96.23
2013/12/04,96.16,96.41,95.17,95.77
2013/12/05,95.82,95.91,95.39,95.53
2013/12/06,95.64,96.67,95.39,96.67
2013/12/09,96.67,97.14,96.55,97.14
2013/12/10,97.05,97.21,96.63,96.96
2013/12/11,96.91,97.01,96.31,96.69
2013/12/12,96.75,97.34,96.59,97.1
2013/12/13,97.12,97.55,96.8,97.4
2013/12/16,97.44,97.49,96.95,97.21
2013/12/17,97.22,97.45,96.65,96.75
2013/12/18,96.75,97.53,96.33,97.45
2013/12/19,97.43,97.74,96.81,97.7
2013/12/20,97.69,97.95,97.2,97.84
2013/12/23,97.79,98.29,97.59,98.09
2013/12/24,98.1,98.3,97.99,98.05
2013/12/25,98.05,98.37,98.02,98.18
2013/12/26,98.22,98.64,98.15,98.39
2013/12/27,98.38,98.59,98,98.16
2013/12/30,98.31,98.74,98.07,98.68
2013/12/31,98.66,99.04,98.43,98.91
2014/01/02,99.01,99.09,98.07,98.18
2014/01/03,98.19,98.59,97.7,98.52
2014/01/06,98.56,98.64,97.5,97.78
2014/01/07,97.75,97.98,96.95,97.11
2014/01/08,97.23,97.24,96.77,96.85
2014/01/09,96.9,96.94,96.3,96.62
2014/01/10,96.6,96.77,95.1,95.51
2014/01/13,95.49,95.49,94.57,94.83
2014/01/14,94.85,95.19,94.65,95.16
2014/01/15,95.16,95.64,94.95,95.57
2014/01/16,95.54,95.86,95.29,95.4
2014/01/17,95.4,95.48,94.95,95.17
2014/01/20,94.99,95.19,94.8,95.11
2014/01/21,95.11,95.55,94.77,95.07
2014/01/22,95.05,95.31,94.15,94.24
2014/01/23,94.25,94.34,92.39,93.01
2014/01/24,93.01,93.21,92,92.27
2014/01/27,92.03,93.19,92.03,92.25
2014/01/28,92.25,92.87,91.85,92.27
2014/01/29,92.52,92.77,91.29,91.51
2014/01/30,91.44,92.17,91.25,92
2014/01/31,92.02,92.17,91.05,91.64
2014/02/03,91.85,92.19,90.77,90.79
2014/02/04,90.9,91.95,90.89,91.68
2014/02/05,91.73,91.79,91.05,91.51
2014/02/06,91.61,92.34,91.1,92.2
2014/02/07,92.17,93.34,91.77,92.7
2014/02/10,92.83,92.96,92.25,92.44
2014/02/11,92.43,93.25,92.1,93.2
2014/02/12,93.15,93.38,92.86,93.16
2014/02/13,93.24,93.25,92.29,93.02
2014/02/14,93.06,93.29,92.65,92.65
2014/02/17,92.62,92.97,92.32,92.92
2014/02/18,92.94,93.69,92.86,93.45
2014/02/19,93.46,93.55,92.21,92.33
2014/02/20,92.35,92.44,91.79,92.1
2014/02/21,92.17,92.36,91.53,92.16
2014/02/24,92.31,92.69,91.85,92.6
2014/02/25,92.6,92.76,91.99,92.19
2014/02/26,92.17,92.41,91.85,91.94
2014/02/27,91.94,92.04,91.35,91.75
2014/02/28,91.78,92.41,91.25,92.04
2014/03/03,91.76,91.81,91.1,91.56
2014/03/04,91.51,92.11,91.49,92.1
2014/03/05,92.11,92.76,92.03,92.71
2014/03/06,92.71,94.05,92.69,93.78
2014/03/07,93.87,93.87,93,93.12
2014/03/10,93.02,93.15,92.55,92.99
2014/03/11,92.99,93.22,92.57,92.73
2014/03/12,92.7,92.79,91.99,92.38
2014/03/13,92.36,92.89,91.75,91.95
2014/03/14,91.95,92.01,91.16,91.31
2014/03/17,91.27,92.11,91.16,92.02
2014/03/18,92,92.19,90.91,91.05
2014/03/19,91.03,91.32,90.65,91.03
2014/03/20,91.08,91.21,90.75,91.05
2014/03/21,91.08,91.46,90.66,91.01
2014/03/24,91.11,91.34,90.96,91.32
2014/03/25,91.31,91.64,91.11,91.55
2014/03/26,91.55,91.99,91.52,91.88
2014/03/27,91.88,92.69,91.65,92.62
2014/03/28,92.62,93.09,92.5,93.01
2014/03/31,92.98,93.85,92.91,93.38
2014/04/01,93.37,93.97,93.22,93.96
2014/04/02,93.97,94.21,93.88,94.12
2014/04/03,94.08,94.42,94.06,94.13
2014/04/04,94.15,94.84,93.95,93.97
2014/04/07,94.1,94.19,93.66,93.94
2014/04/08,93.94,93.94,92.9,93.17
2014/04/09,93.19,93.8,93.11,93.71
2014/04/10,93.67,93.81,92.75,92.82
2014/04/11,92.82,93.15,92.31,92.54
2014/04/14,92.54,92.96,92.29,92.87
2014/04/15,92.92,92.94,92.35,92.82
2014/04/16,92.77,93.22,92.68,92.79
2014/04/17,92.79,93.07,92.56,92.98
2014/04/18,92.99,93.11,92.82,92.86
2014/04/21,92.92,93.21,92.86,93.13
2014/04/22,93.17,93.2,92.93,93.03
2014/04/23,93,93.08,92.5,92.92
2014/04/24,92.88,93.07,92.55,92.8
2014/04/25,92.77,92.91,92.39,92.54
2014/04/28,92.55,93.09,92.41,92.91
2014/04/29,92.91,93.76,92.88,93.74
2014/04/30,93.74,93.75,93.05,93.25
2014/05/01,93.19,93.31,92.9,93.31
2014/05/02,93.31,93.65,92.99,93.04
2014/05/05,93.07,93.25,92.7,93.2
2014/05/06,93.21,93.41,92.99,93.34
2014/05/07,93.31,93.49,93.16,93.46
2014/05/08,93.44,93.89,93.33,93.83
2014/05/09,93.84,94,93.25,93.39
2014/05/12,93.42,93.81,93.39,93.7
2014/05/13,93.71,93.87,93.55,93.74
2014/05/14,93.74,93.75,93.31,93.55
2014/05/15,93.52,93.92,93.05,93.32
2014/05/16,93.3,93.5,93.12,93.47
2014/05/19,93.4,93.5,93,93.3
2014/05/20,93.28,93.37,92.75,92.87
2014/05/21,92.88,92.91,92.48,92.84
2014/05/22,92.9,93.43,92.79,93.38
2014/05/23,93.38,93.84,93.22,93.77
2014/05/26,93.77,93.84,93.71,93.84
2014/05/27,93.82,94.01,93.8,93.88
2014/05/28,93.88,93.97,93.5,93.6
2014/05/29,93.59,93.89,93.33,93.89
2014/05/30,93.87,93.89,93.41,93.8
2014/06/02,93.86,94.01,93.6,93.9
2014/06/03,93.9,93.98,93.7,93.96
