日付,始値,高値,安値,終値
2014/06/04,93.96,93.98,93.61,93.87
2014/06/05,93.85,93.92,93.45,93.71
2014/06/06,93.73,93.81,93.43,93.77
2014/06/09,93.81,94.05,93.67,93.98
2014/06/10,94.02,94.04,93.68,93.84
2014/06/11,93.83,93.91,93.53,93.89
2014/06/12,93.81,93.99,93.6,93.67
2014/06/13,93.72,94.01,93.62,93.96
2014/06/16,93.9,93.99,93.54,93.88
2014/06/17,93.91,94.15,93.8,94.01
2014/06/18,94.03,94.11,93.66,94.02
2014/06/19,94.01,94.21,93.95,94.2
2014/06/20,94.17,94.95,94.09,94.87
2014/06/23,94.89,95.04,94.8,94.97
2014/06/24,94.98,95.11,94.83,94.87
2014/06/25,94.85,95.01,94.73,94.99
2014/06/26,94.96,95.14,94.7,95.12
2014/06/27,95.07,95.11,94.75,95.07
2014/06/30,95.07,95.11,94.75,94.94
2014/07/01,94.92,95.49,94.86,95.46
2014/07/02,95.47,95.53,95.25,95.38
2014/07/03,95.39,96.19,95.35,96.06
2014/07/04,96.11,96.11,95.75,95.78
2014/07/07,95.87,95.87,95.33,95.33
2014/07/08,95.39,95.39,95.02,95.09
2014/07/09,95.07,95.48,95.02,95.39
2014/07/10,95.36,95.38,94.67,95.13
2014/07/11,95.12,95.27,94.39,94.39
2014/07/14,94.48,94.81,94.34,94.76
2014/07/15,94.75,94.78,94.35,94.49
2014/07/16,94.5,94.79,94.23,94.61
2014/07/17,94.6,94.64,93.98,93.98
2014/07/18,93.98,94.55,93.9,94.39
2014/07/21,94.37,94.46,94.17,94.39
2014/07/22,94.4,94.54,94.35,94.44
2014/07/23,94.48,94.63,94.4,94.57
2014/07/24,94.63,94.83,94.42,94.73
2014/07/25,94.73,94.75,94.03,94.13
2014/07/28,94.13,94.31,94.06,94.29
2014/07/29,94.28,94.35,93.98,94.08
2014/07/30,94.07,94.41,93.91,94.26
2014/07/31,94.27,94.44,94.08,94.24
2014/08/01,94.24,94.29,93.8,93.88
2014/08/04,93.92,94.04,93.76,94.04
2014/08/05,93.99,94.05,93.4,93.57
2014/08/06,93.59,93.66,93.13,93.5
2014/08/07,93.5,93.79,93.33,93.43
2014/08/08,93.41,93.42,92.75,92.98
2014/08/11,93.07,93.54,92.95,93.52
2014/08/12,93.5,93.59,93.31,93.57
2014/08/13,93.57,93.84,93.52,93.81
2014/08/14,93.77,94.01,93.77,93.91
2014/08/15,93.94,94.46,93.55,93.9
2014/08/18,93.95,94.23,93.91,94.18
2014/08/19,94.17,94.18,93.95,94.03
2014/08/20,94.02,94.61,94,94.57
2014/08/21,94.54,94.86,94.46,94.86
2014/08/22,94.86,95.01,94.45,94.88
2014/08/25,94.98,95.16,94.66,94.7
2014/08/26,94.69,95.09,94.54,94.96
2014/08/27,94.95,95.9,94.95,95.59
2014/08/28,95.59,95.69,95.32,95.47
2014/08/29,95.47,96.04,95.45,95.67
2014/09/01,95.75,95.99,95.7,95.96
2014/09/02,95.93,96.24,95.88,96.13
2014/09/03,96.13,96.44,95.97,96.23
2014/09/04,96.3,96.94,96.13,96.73
2014/09/05,96.8,97.05,96,96.49
2014/09/08,96.55,96.61,96.37,96.6
2014/09/09,96.58,96.75,96.27,96.67
2014/09/10,96.69,97.65,96.64,97.65
2014/09/11,97.6,97.62,96.75,97.01
2014/09/12,96.97,97.11,96.63,96.8
2014/09/15,96.74,97.06,96.6,96.96
2014/09/16,96.95,97.65,96.75,97.6
2014/09/17,97.61,98.49,97.54,98.49
2014/09/18,98.35,99.39,98.32,99.33
2014/09/19,99.34,99.79,98.95,99.48
2014/09/22,99.44,99.6,98.55,98.55
2014/09/23,98.59,98.69,98.19,98.24
2014/09/24,98.28,98.64,97.75,98.56
2014/09/25,98.52,98.69,97.8,97.86
2014/09/26,97.82,98.25,97.65,97.91
2014/09/29,97.94,98.31,97.85,98.06
2014/09/30,98.04,98.34,97.79,97.91
2014/10/01,97.85,98.08,97.45,97.52
2014/10/02,97.53,98.06,96.77,97.16
2014/10/03,97.15,97.64,97.04,97.47
2014/10/06,97.57,97.78,97.27,97.67
2014/10/07,97.66,97.72,96.6,96.66
2014/10/08,96.81,97.45,96.57,97.28
2014/10/09,97.34,97.46,96.35,96.37
2014/10/10,96.39,96.61,95.93,96
2014/10/13,95.99,95.99,95.4,95.4
2014/10/14,95.45,95.81,94.45,94.74
2014/10/15,94.81,94.91,93.36,94.07
2014/10/16,94.14,94.58,92.91,94.42
2014/10/17,94.41,95.11,94.2,94.78
2014/10/20,94.81,95.29,94.6,94.72
2014/10/21,94.74,95.3,94.35,95.3
2014/10/22,95.3,95.84,94.81,95.35
2014/10/23,95.33,96.36,95.15,96.36
2014/10/24,96.35,96.49,96.01,96.16
2014/10/27,96.32,96.32,95.7,95.82
2014/10/28,95.82,96.81,95.79,96.81
2014/10/29,96.79,97.34,96.66,97.34
2014/10/30,97.29,97.79,97.17,97.56
2014/10/31,97.58,99.81,97.49,99.71
2014/11/03,99.96,100.94,99.68,100.39
2014/11/04,100.21,100.27,99.27,99.55
2014/11/05,99.51,100.71,99.44,100.65
2014/11/06,100.66,101.15,100.05,100.79
2014/11/07,100.79,101.42,100.33,101.07
2014/11/10,101.03,101.29,100.5,100.89
2014/11/11,100.89,102.19,100.81,102.11
2014/11/12,102.11,102.29,101.43,102
2014/11/13,102.04,102.29,101.56,101.77
2014/11/14,101.78,103.19,101.66,102.98
2014/11/17,103.27,103.64,102.39,103.08
2014/11/18,103.12,103.76,102.96,103.38
2014/11/19,103.43,104.05,103.15,103.99
2014/11/20,104.01,104.69,103.97,104.55
2014/11/21,104.57,105.29,103.86,104.8
2014/11/24,104.86,105.29,104.65,104.79
2014/11/25,104.81,104.95,104.25,104.75
2014/11/26,104.71,104.81,104.22,104.64
2014/11/27,104.6,104.6,103.7,103.84
2014/11/28,103.89,104.26,103.55,103.86
2014/12/01,103.95,104.51,103.45,104.5
2014/12/02,104.48,104.91,104.37,104.49
2014/12/03,104.52,105.47,104.45,105.35
2014/12/04,105.32,105.66,104.88,105.2
2014/12/05,105.21,106.39,105.08,106.13
2014/12/08,106.33,106.49,104.93,105.12
2014/12/09,105.04,105.25,103.45,104.56
2014/12/10,104.48,104.61,102.55,102.59
2014/12/11,102.76,103.65,102.4,102.94
2014/12/12,103.16,103.31,102.02,102.63
2014/12/15,102.36,102.79,100.89,100.93
2014/12/16,101.05,101.21,99.11,100.09
2014/12/17,100.01,102.01,99.95,101.93
2014/12/18,101.96,102.76,101.7,102.61
2014/12/19,102.6,103.18,102.35,102.92
2014/12/22,103.01,103.45,102.75,103.19
2014/12/23,103.14,103.96,103.12,103.85
2014/12/24,103.84,103.91,103.39,103.6
2014/12/25,103.51,103.57,103.27,103.43
2014/12/26,103.33,103.71,103.33,103.5
2014/12/29,103.61,103.81,103.39,103.64
2014/12/30,103.62,103.65,102.25,102.87
2014/12/31,102.86,103.61,102.78,103.27
2015/01/02,103.34,103.47,102.2,102.25
2015/01/05,102.09,102.17,101.22,101.69
2015/01/06,101.63,101.67,99.89,99.99
2015/01/07,100.08,101.15,100.05,100.87
2015/01/08,100.86,101.54,100.85,101.11
2015/01/09,101.15,101.31,99.75,99.81
2015/01/12,99.81,100.41,98.76,98.82
2015/01/13,98.8,99.39,98.15,98.61
2015/01/14,98.61,98.67,97.08,98.16
2015/01/15,98.03,98.76,97.06,97.11
2015/01/16,97.12,98.29,96.63,98.03
2015/01/19,98.01,98.55,97.62,98.42
2015/01/20,98.45,99.01,97.7,98.02
2015/01/21,98,98.06,95.05,95.57
2015/01/22,95.57,95.76,94.85,95.63
2015/01/23,95.71,96.05,94.65,94.74
2015/01/26,94.63,95.39,94.08,94.92
2015/01/27,95,95.21,94.21,95.08
2015/01/28,94.97,95.19,93.55,93.77
2015/01/29,93.62,94.28,93.3,93.69
2015/01/30,93.71,93.9,91.75,92.39
2015/02/02,92.32,93.59,92.08,93.55
2015/02/03,93.51,94.87,92.45,94.65
2015/02/04,94.65,94.99,93,93.22
2015/02/05,93.23,94.79,93.08,94.47
2015/02/06,94.48,95.49,94.03,95.07
2015/02/09,94.95,95.49,94.61,95.11
2015/02/10,95.01,95.77,94.45,94.82
2015/02/11,94.82,95.41,94.68,95.36
2015/02/12,95.39,95.67,94.35,95.13
2015/02/13,95.15,95.54,94.7,95.32
2015/02/16,95.25,95.45,94.75,94.98
2015/02/17,95,96.39,94.79,96.22
2015/02/18,96.24,96.34,95.35,95.35
2015/02/19,95.35,95.39,94.73,95.15
2015/02/20,95.2,95.49,94.17,94.96
2015/02/23,94.95,95.05,94.25,94.47
2015/02/24,94.49,95.27,94.15,95.23
2015/02/25,95.19,95.82,95.02,95.52
2015/02/26,95.51,95.81,95.12,95.38
2015/02/27,95.36,95.81,95.27,95.74
2015/03/02,95.67,95.96,95.36,95.8
2015/03/03,95.79,96.24,95.43,95.81
2015/03/04,95.82,96.45,95.28,96.33
2015/03/05,96.31,96.79,95.95,96.17
2015/03/06,96.2,96.31,95.62,95.62
2015/03/09,95.76,96.33,95.64,96.07
2015/03/10,96.14,96.45,95.41,95.46
2015/03/11,95.44,95.85,94.89,95.23
2015/03/12,95.24,95.69,95.18,95.58
2015/03/13,95.52,95.62,94.53,94.97
2015/03/16,94.85,95.21,94.61,94.94
2015/03/17,95,95.13,94.68,94.88
2015/03/18,94.89,95.99,94.35,95.54
2015/03/19,95.5,95.71,94.75,94.98
2015/03/20,95,95.84,94.96,95.59
2015/03/23,95.45,95.87,95.1,95.57
2015/03/24,95.55,95.95,95.42,95.82
2015/03/25,95.79,95.83,95.25,95.44
2015/03/26,95.44,95.75,95.05,95.49
2015/03/27,95.44,95.6,94.45,94.45
2015/03/30,94.52,94.9,94.4,94.68
2015/03/31,94.69,94.8,93.7,94.69
2015/04/01,94.65,94.99,94.29,94.84
2015/04/02,94.82,95.35,94.55,95.28
2015/04/03,95.29,95.51,94.98,95.34
2015/04/06,95.32,95.75,95.16,95.73
2015/04/07,95.69,96.45,95.67,96.14
2015/04/08,96.16,96.59,95.61,95.72
2015/04/09,95.75,95.88,95.36,95.8
2015/04/10,95.78,95.81,95,95.57
2015/04/13,95.6,95.68,94.91,95.37
2015/04/14,95.35,95.78,94.85,95.6
2015/04/15,95.57,96.94,94.9,96.88
2015/04/16,96.82,97.89,96.57,97.59
2015/04/17,97.6,98.39,96.85,97.1
2015/04/20,97.26,97.88,97.15,97.45
2015/04/21,97.47,97.71,97.2,97.42
2015/04/22,97.44,98.05,97.4,97.93
2015/04/23,97.94,98.67,97.65,98.42
2015/04/24,98.43,98.59,97.6,97.61
2015/04/27,97.6,98.66,97.55,98.44
2015/04/28,98.41,98.89,98.25,98.75
2015/04/29,98.65,99.44,98.51,99.06
2015/04/30,99.16,99.16,98.45,98.85
2015/05/01,98.89,99.15,98.4,98.64
2015/05/04,98.8,99.31,98.55,99.31
2015/05/05,99.31,99.97,98.98,99.29
2015/05/06,99.28,99.89,98.95,99.14
2015/05/07,99.2,99.26,98.21,98.73
2015/05/08,98.8,99.39,98.65,99.04
2015/05/11,99.09,99.37,98.7,99.23
2015/05/12,99.26,100.01,99.17,99.71
2015/05/13,99.77,100.04,99.36,99.6
2015/05/14,99.58,99.89,99.2,99.41
2015/05/15,99.39,99.74,99.07,99.3
2015/05/18,99.34,99.54,98.49,98.64
2015/05/19,98.72,98.87,98.31,98.64
2015/05/20,98.66,99.49,98.58,99.33
2015/05/21,99.35,99.37,98.82,99.17
2015/05/22,99.2,99.28,98.6,98.88
2015/05/25,98.85,99.01,98.6,98.68
2015/05/26,98.7,99.41,98.65,99
2015/05/27,98.99,99.48,98.9,99.28
2015/05/28,99.28,99.78,99.1,99.65
2015/05/29,99.63,99.76,98.98,99.75
2015/06/01,99.66,99.71,99.1,99.61
2015/06/02,99.63,100.19,99.45,100.01
2015/06/03,100.01,100.06,99.65,99.74
2015/06/04,99.76,99.96,99.38,99.45
2015/06/05,99.44,100.99,99.44,100.98
2015/06/08,100.92,100.98,100.25,100.29
2015/06/09,100.35,100.94,99.96,100.78
2015/06/10,100.82,100.88,99.48,100.04
2015/06/11,100.04,100.57,99.97,100.35
2015/06/12,100.38,100.61,100,100.18
2015/06/15,100.08,100.34,99.84,100.11
2015/06/16,100.12,100.39,99.85,100.36
2015/06/17,100.34,100.94,100.22,100.89
2015/06/18,100.88,101.09,100.39,100.55
2015/06/19,100.51,100.79,99.75,99.92
2015/06/22,100.05,100.79,99.93,100.19
2015/06/23,100.12,100.55,100.11,100.49
2015/06/24,100.46,100.8,99.81,99.99
2015/06/25,99.98,100.36,99.6,100.28
2015/06/26,100.26,100.57,99.76,100.53
2015/06/29,99.45,99.81,98.7,98.78
2015/06/30,98.82,98.99,97.6,97.97
2015/07/01,98.04,98.46,97.75,97.77
2015/07/02,97.79,98.14,97.5,98.06
2015/07/03,98.1,98.11,97.35,97.61
2015/07/06,97.28,97.55,96.57,96.84
2015/07/07,96.85,96.97,95.57,96.39
2015/07/08,96.3,96.34,94.55,94.69
2015/07/09,94.71,95.81,94.49,95.43
2015/07/10,95.46,96.87,95.43,96.83
2015/07/13,96.63,97.09,96.29,96.84
2015/07/14,96.86,96.96,96.35,96.89
2015/07/15,96.88,97,95.55,95.83
2015/07/16,95.77,96.01,95.65,95.71
2015/07/17,95.76,95.77,95.34,95.58
2015/07/20,95.59,95.81,95.45,95.61
2015/07/21,95.59,95.99,95.55,95.68
2015/07/22,95.64,95.7,94.95,95.1
2015/07/23,95.12,95.61,94.87,95.01
2015/07/24,95,95.21,94.46,94.91
2015/07/27,94.84,95.01,94.39,94.5
2015/07/28,94.53,95.68,94.35,95.56
2015/07/29,95.55,96.15,95.28,95.72
2015/07/30,95.7,95.91,95.31,95.44
2015/07/31,95.45,95.54,94.65,94.65
2015/08/03,94.68,94.72,94.15,94.25
2015/08/04,94.22,94.57,94.1,94.25
2015/08/05,94.26,94.99,94.11,94.72
2015/08/06,94.7,95.19,94.55,95.12
2015/08/07,95.1,95.41,94.46,94.57
2015/08/10,94.6,95.86,94.49,95.82
2015/08/11,95.79,95.99,94.96,95.36
2015/08/12,95.39,95.76,94.95,95.66
2015/08/13,95.67,95.96,94.98,95.25
2015/08/14,95.24,95.39,94.86,94.89
2015/08/17,94.89,95.2,94.61,95.04
2015/08/18,95.04,95.34,94.66,95.26
2015/08/19,95.21,95.36,94.15,94.3
2015/08/20,94.38,94.75,94,94.27
2015/08/21,94.26,94.4,92.46,92.68
2015/08/24,92.48,92.48,87.42,89.12
2015/08/25,89.25,91.34,88.79,89.09
2015/08/26,89.39,90.39,88.75,90.16
2015/08/27,90.2,91.99,90.05,91.67
2015/08/28,91.7,91.99,90.78,91.79
2015/08/31,91.85,92.39,90.85,92.23
2015/09/01,92.25,92.29,90.05,90.05
2015/09/02,90.06,91.14,89.95,90.66
2015/09/03,90.65,91.44,90.18,91.06
2015/09/04,91.05,91.13,89.5,89.66
2015/09/07,89.69,90.13,89.45,89.6
2015/09/08,89.61,90.89,89.3,90.68
2015/09/09,90.72,92.04,90.71,90.91
2015/09/10,90.85,91.83,90.35,90.98
2015/09/11,91.1,91.41,90.56,90.87
2015/09/14,90.89,91.22,90.31,90.62
2015/09/15,90.62,90.99,90.08,90.89
2015/09/16,90.85,91.69,90.65,91.5
2015/09/17,91.5,91.99,90.86,91.02
2015/09/18,91.14,91.71,90.65,90.74
2015/09/21,90.66,91.39,90.56,90.96
2015/09/22,91.01,91.05,90.12,90.51
2015/09/23,90.51,90.89,89.93,90.25
2015/09/24,90.17,90.36,89,90.2
2015/09/25,90.25,90.89,89.89,90.38
2015/09/28,90.43,90.46,89.45,89.55
2015/09/29,89.49,89.79,88.85,89.19
2015/09/30,89.21,90.07,89.16,90.05
2015/10/01,89.93,90.59,89.88,90.36
2015/10/02,90.36,91.19,89.69,91.12
2015/10/05,91.06,92.14,90.97,91.98
2015/10/06,92.02,92.31,91.59,92.21
2015/10/07,92.15,92.54,91.7,91.87
2015/10/08,91.81,92.25,91.61,92.11
2015/10/09,92.07,93.21,92.06,92.88
2015/10/12,92.85,93.14,92.17,92.33
2015/10/13,92.28,92.47,91.45,91.79
2015/10/14,91.91,92.16,91.58,91.84
2015/10/15,91.81,92.58,91.45,92.4
2015/10/16,92.47,92.66,92.05,92.52
2015/10/19,92.45,92.57,91.65,91.74
2015/10/20,91.76,92.65,91.51,92.32
2015/10/21,92.31,92.51,91.25,91.25
2015/10/22,91.25,92.17,91,92.17
2015/10/23,92.15,92.57,91.65,92.17
2015/10/26,92.07,92.19,91.69,92.02
2015/10/27,91.98,91.98,90.65,90.77
2015/10/28,90.71,92.07,90.56,91.77
2015/10/29,91.71,92.15,91.15,91.92
2015/10/30,91.96,92.45,91.38,92.25
2015/11/02,92.27,92.27,91.9,92.17
2015/11/03,92.18,92.87,91.9,92.66
2015/11/04,92.65,92.95,92.13,92.4
2015/11/05,92.36,92.71,92.15,92.42
2015/11/06,92.42,92.71,92.17,92.58
2015/11/09,92.64,93.21,92.59,92.69
2015/11/10,92.69,93,92.62,92.75
2015/11/11,92.79,92.95,92.5,92.6
2015/11/12,92.6,92.93,92.1,92.23
2015/11/13,92.26,92.37,91.89,92.01
2015/11/16,91.88,92.49,91.79,92.36
2015/11/17,92.38,92.76,92.37,92.63
2015/11/18,92.62,92.89,92.33,92.89
2015/11/19,92.86,93.04,92.27,92.47
2015/11/20,92.44,92.54,91.95,91.99
2015/11/23,92.13,92.31,91.65,91.87
2015/11/24,91.92,92.13,91.58,92.05
2015/11/25,92.09,92.34,91.85,92.29
2015/11/26,92.27,92.3,92,92.22
2015/11/27,92.23,92.26,91.79,91.85
2015/11/30,91.83,92.59,91.65,92.11
2015/12/01,92.16,92.49,91.77,91.94
2015/12/02,91.96,92.69,91.89,92.34
2015/12/03,92.31,92.76,91.6,91.77
2015/12/04,91.86,92.36,91.5,92.12
2015/12/07,92.13,92.15,91.1,91.36
2015/12/08,91.34,91.34,90.1,90.48
2015/12/09,90.46,90.57,89.07,89.42
2015/12/10,89.55,89.89,89.05,89.23
2015/12/11,89.17,89.49,87.73,87.87
2015/12/14,88.13,88.51,87.45,88.11
2015/12/15,88.12,88.89,87.89,88.58
2015/12/16,88.53,88.76,87.95,88.63
2015/12/17,88.66,88.82,87.75,87.9
2015/12/18,87.85,88.48,86.67,86.95
2015/12/21,87.06,87.24,86.35,86.79
2015/12/22,86.81,87.02,86.53,86.94
2015/12/23,86.93,87.39,86.58,87.25
2015/12/24,87.26,87.3,86.69,87.09
2015/12/25,87.06,87.07,86.8,86.94
2015/12/28,86.91,87.04,86.45,86.55
2015/12/29,86.56,87.08,86.36,87
2015/12/30,87.02,87.09,86.53,86.8
2015/12/31,86.84,86.99,86.45,86.9
2016/01/04,86.99,86.99,85.16,85.59
2016/01/05,85.57,86.08,84.8,85.04
2016/01/06,85.09,85.22,83.85,84.14
2016/01/07,84.15,84.39,82.88,83.32
2016/01/08,83.31,84.29,82.74,82.78
2016/01/11,82.45,83.87,82.24,82.81
2016/01/12,82.85,83.19,82.06,82.47
2016/01/13,82.46,83.39,81.85,82.03
2016/01/14,81.96,82.35,81.55,82.13
2016/01/15,82.25,82.44,80.12,80.49
2016/01/18,80.01,81.04,79.99,80.55
2016/01/19,80.6,81.79,80.46,80.66
2016/01/20,80.63,80.84,78.95,80.61
2016/01/21,80.59,82.65,80.09,82.46
2016/01/22,82.45,83.99,82.19,83.97
2016/01/25,83.97,84.09,82.75,82.75
2016/01/26,82.77,84.44,82.15,83.84
2016/01/27,83.84,84.76,83.4,84.2
2016/01/28,84.09,85.31,83.91,84.68
2016/01/29,84.6,86.94,84.27,86.59
2016/02/01,86.67,86.99,85.82,86.71
2016/02/02,86.72,86.76,85.35,85.35
2016/02/03,85.35,86.18,84.46,85.5
2016/02/04,85.61,86.18,84.73,84.89
2016/02/05,84.96,85.28,83.99,84.02
2016/02/08,84.11,84.7,82.55,83.15
2016/02/09,83.06,83.66,81.85,83
2016/02/10,82.96,83.19,81.2,81.36
2016/02/11,81.54,81.54,79.25,80.65
2016/02/12,80.75,81.99,80.27,81.71
2016/02/15,81.7,82.97,81.7,82.83
2016/02/16,82.78,83.49,81.68,82.28
2016/02/17,82.17,83.61,81.55,83.41
2016/02/18,83.47,83.56,82.26,82.49
2016/02/19,82.56,82.56,81.34,81.78
2016/02/22,81.66,82.76,81.5,82.36
2016/02/23,82.36,82.44,81,81.23
2016/02/24,81.22,81.9,80.35,81.83
2016/02/25,81.84,83.57,81.5,83.49
2016/02/26,83.43,84.31,83.11,84.29
2016/02/29,84.15,84.23,83.06,83.15
2016/03/01,82.95,85.23,82.78,84.99
2016/03/02,84.98,85.19,84.23,84.55
2016/03/03,84.47,85.17,84.39,84.78
2016/03/04,84.73,85.74,84.35,85.44
2016/03/07,85.25,85.64,84.82,85.38
2016/03/08,85.32,85.38,83.81,83.97
2016/03/09,83.94,85.59,83.6,85.53
2016/03/10,85.5,86.09,84.08,84.8
2016/03/11,84.87,86.19,84.51,86.05
2016/03/14,86.03,86.2,85.35,85.79
2016/03/15,85.72,85.82,84.15,84.71
2016/03/16,84.74,85.94,84.59,85.91
2016/03/17,85.96,86.21,84.97,85.83
2016/03/18,85.8,86.27,85.35,85.71
2016/03/21,85.55,85.7,85.06,85.47
2016/03/22,85.45,86.18,84.75,86.13
2016/03/23,86.08,86.27,84.99,85.07
2016/03/24,85.03,85.36,84.56,85.17
2016/03/25,85.17,85.49,85.09,85.27
